source,target,distance,rank
"CD14+, CD16- clas. monocyte",club cell,0.379281964613706,11
"CD14+, CD16- clas. monocyte",dendritic cell,0.37662527338802254,10
"CD14+, CD16- clas. monocyte",kidney interstitial fibroblast,0.3517823222076275,7
lung pericyte,"CD14+, CD16- clas. monocyte",0.39106844010160813,10
"CD14+, CD16- clas. monocyte",macrophage,0.3506684544657972,6
"CD14+, CD16- clas. monocyte",microglial cell,0.38644749857538574,12
"CD14+, CD16- clas. monocyte",monocyte,0.30027251427320845,2
near-project. glutamatergic cortical neuron,"CD14+, CD16- clas. monocyte",0.33352825423246446,2
neutrophil,"CD14+, CD16- clas. monocyte",0.4149438190804563,17
"CD14+, CD16- clas. monocyte",pericyte,0.3995935337061707,15
promonocyte,"CD14+, CD16- clas. monocyte",0.41849584044564103,3
retinal cone cell,"CD14+, CD16- clas. monocyte",0.3620161875526452,7
"CD14+, CD16- clas. monocyte",vein endothelial cell,0.38936102789251104,13
"CD14-low, CD16+ monocyte",alveolar type 2 fibroblast cell,0.44054988813145723,19
"CD14-low, CD16+ monocyte","central mem. CD4+, alpha-beta T cell",0.4085152966414116,6
chandelier pvalb GABAergic cortical interneuron,"CD14-low, CD16+ monocyte",0.42928480699893956,10
"CD14-low, CD16+ monocyte",double negative T regulatory cell,0.42323078468790243,8
"CD14-low, CD16+ monocyte","effector mem. CD4+, alpha-beta T cell",0.4371390307518024,17
"CD14-low, CD16+ monocyte","effector mem. CD8+, alpha-beta T cell",0.4389967032057057,18
ependymal cell,"CD14-low, CD16+ monocyte",0.43195494258118006,9
"CD14-low, CD16+ monocyte",fibroblast of cardiac tissue,0.4276137271326832,9
"CD14-low, CD16+ monocyte",innate lymphoid cell,0.4283349671753839,11
"CD14-low, CD16+ monocyte",kidney distal convoluted tubule epith. cell,0.4317328099211962,14
"CD14-low, CD16+ monocyte",mature NK T cell,0.3727108705365708,2
"CD14-low, CD16+ monocyte",mem. B cell,0.4204209318425155,7
"CD14-low, CD16+ monocyte",monocyte,0.3608952362606389,1
"CD14-low, CD16+ monocyte",non-classical monocyte,0.39257056075776575,3
oligodendrocyte,"CD14-low, CD16+ monocyte",0.48618675803105194,1
"CD14-low, CD16+ monocyte",pre. B cell,0.4279952009770398,10
"CD14-low, CD16+ monocyte",regulatory T cell,0.4344182756571857,16
"CD14-low, CD16+ monocyte",retina horizontal cell,0.4055001772938872,4
"CD14-low, CD16+ monocyte",vascular assoc. smooth muscle cell,0.4416721831957007,20
"CD16-, CD56-bright NK cell","CD16+, CD56-dim NK cell",0.30459568217348043,2
"CD16+, CD56-dim NK cell","CD4+, alpha-beta T cell",0.3413251511220998,12
"CD16+, CD56-dim NK cell","CD4+, alpha-beta cytotoxic T cell",0.34322152725467536,15
"CD16+, CD56-dim NK cell","CD8+, alpha-beta T cell",0.3245537930194269,7
"CD16+, CD56-dim NK cell","CD8+, alpha-beta cytotoxic T cell",0.3008743706678396,2
"CD16+, CD56-dim NK cell","CD8+, alpha-beta mem. T cell",0.32557990204046183,9
IgA plasma cell,"CD16+, CD56-dim NK cell",0.4029149698350645,18
IgG plasma cell,"CD16+, CD56-dim NK cell",0.3246912966303084,6
"CD16+, CD56-dim NK cell",NK cell,0.2041820816824922,1
"CD16+, CD56-dim NK cell",T cell,0.34664881164166095,16
"CD16+, CD56-dim NK cell",T follicular helper cell,0.3200114170686238,6
alveolar type 2 fibroblast cell,"CD16+, CD56-dim NK cell",0.3945457449254056,8
astrocyte,"CD16+, CD56-dim NK cell",0.3982668202597973,13
astrocyte of the cerebral cortex,"CD16+, CD56-dim NK cell",0.4364934317100123,20
blood vessel endothelial cell,"CD16+, CD56-dim NK cell",0.39641827471295066,15
capillary endothelial cell,"CD16+, CD56-dim NK cell",0.3408747973695877,8
"CD16+, CD56-dim NK cell","central mem. CD4+, alpha-beta T cell",0.3654727069420277,20
central nervous sys. macrophage,"CD16+, CD56-dim NK cell",0.4217561660149024,15
chandelier pvalb GABAergic cortical interneuron,"CD16+, CD56-dim NK cell",0.4428381062070593,17
double negative thymocyte,"CD16+, CD56-dim NK cell",0.37251143062394276,17
"CD16+, CD56-dim NK cell","effector CD8+, alpha-beta T cell",0.3046786348524727,4
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD16+, CD56-dim NK cell",0.3674925772263269,16
"CD16+, CD56-dim NK cell",erythrocyte,0.34137589808342694,13
fibroblast of cardiac tissue,"CD16+, CD56-dim NK cell",0.42263726985244865,19
foveolar cell of stomach,"CD16+, CD56-dim NK cell",0.3820221074383787,13
"CD16+, CD56-dim NK cell",gamma-delta T cell,0.3424027644467317,14
kidney loop Henle thin asc. limb epith. cell,"CD16+, CD56-dim NK cell",0.39779059383226145,11
mature B cell,"CD16+, CD56-dim NK cell",0.3766304189025814,5
"CD16+, CD56-dim NK cell",mature NK T cell,0.3108732723233625,5
mature alpha-beta T cell,"CD16+, CD56-dim NK cell",0.38776047759493537,18
megakaryocyte-erythroid progenitor cell,"CD16+, CD56-dim NK cell",0.3676376611525588,14
microglial cell,"CD16+, CD56-dim NK cell",0.3605982315226566,11
"CD16+, CD56-dim NK cell",mucosal invariant T cell,0.3617638605603002,19
"CD16+, CD56-dim NK cell","naive thym.-der. CD4+, alpha-beta T cell",0.340193214420048,10
oligodendrocyte,"CD16+, CD56-dim NK cell",0.5607725859836918,19
plasmablast,"CD16+, CD56-dim NK cell",0.38832815331145243,14
"CD16+, CD56-dim NK cell",regulatory T cell,0.3615978547191261,18
vip GABAergic cortical interneuron,"CD16+, CD56-dim NK cell",0.3786376325597449,11
"CD16-, CD56-bright NK cell","CD8+, alpha-beta T cell",0.38260830779881216,15
"CD16-, CD56-bright NK cell","CD8+, alpha-beta mem. T cell",0.38978332678535366,17
"CD16-, CD56-bright NK cell",NK cell,0.29800172475270037,1
"CD16-, CD56-bright NK cell",T cell,0.37385720347384743,13
"CD16-, CD56-bright NK cell","activated CD8+, alpha-beta T cell",0.35920004889176316,11
astrocyte,"CD16-, CD56-bright NK cell",0.3918486623788271,9
blood vessel endothelial cell,"CD16-, CD56-bright NK cell",0.3911129125492443,10
"CD16-, CD56-bright NK cell","central mem. CD8+, alpha-beta T cell",0.3806038432664861,14
chandelier pvalb GABAergic cortical interneuron,"CD16-, CD56-bright NK cell",0.3527445410200245,1
"CD16-, CD56-bright NK cell","effector CD8+, alpha-beta T cell",0.3548165087852877,8
"CD16-, CD56-bright NK cell","effector mem. CD8+, alpha-beta T cell",0.3566621713899081,9
"CD16-, CD56-bright NK cell",endothelial cell,0.3964636234096124,20
"CD16-, CD56-bright NK cell",gamma-delta T cell,0.37056573296669904,12
"CD16-, CD56-bright NK cell",innate lymphoid cell,0.34773796362091525,4
"CD16-, CD56-bright NK cell",kidney loop Henle thick asc. limb epith. cell,0.35098955137988697,6
"CD16-, CD56-bright NK cell",mature NK T cell,0.34664949976520154,3
"CD16-, CD56-bright NK cell",mucosal invariant T cell,0.38779465267586877,16
"CD16-, CD56-bright NK cell",naive B cell,0.3490172863380808,5
promonocyte,"CD16-, CD56-bright NK cell",0.45646653390557135,10
transitional stage B cell,"CD16-, CD56-bright NK cell",0.42129738164380204,20
"CD16-, CD56-bright NK cell",vein endothelial cell,0.3581404567746318,10
CD1c+ myeloid dendritic cell,"CD4+, alpha-beta T cell",0.4224589670261848,19
CD1c+ myeloid dendritic cell,L2/3-6 IT projecting neuron,0.4151570309186058,16
CD1c+ myeloid dendritic cell,alveolar macrophage,0.41887163670577776,18
CD1c+ myeloid dendritic cell,"central mem. CD4+, alpha-beta T cell",0.42548645594371226,20
CD1c+ myeloid dendritic cell,clas. monocyte,0.3627896250339654,3
CD1c+ myeloid dendritic cell,club cell,0.4033265015555707,11
CD1c+ myeloid dendritic cell,conventional dendritic cell,0.3646518988667814,4
CD1c+ myeloid dendritic cell,dendritic cell,0.3277865811644617,1
CD1c+ myeloid dendritic cell,"effector CD8+, alpha-beta T cell",0.39262941965964326,9
CD1c+ myeloid dendritic cell,"effector mem. CD4+, alpha-beta T cell",0.3860774124046006,8
CD1c+ myeloid dendritic cell,"effector mem. CD8+, alpha-beta T cell",0.4023416301892955,10
CD1c+ myeloid dendritic cell,endothelial cell of lymphatic vessel,0.4093018305496714,14
CD1c+ myeloid dendritic cell,intermediate monocyte,0.37112807614759924,5
CD1c+ myeloid dendritic cell,macrophage,0.3329064794726636,2
CD1c+ myeloid dendritic cell,microglial cell,0.41524973203759985,17
CD1c+ myeloid dendritic cell,nasal mucosa goblet cell,0.38386434064728037,7
CD1c+ myeloid dendritic cell,plasmacytoid dendritic cell,0.4043635593159547,12
CD1c+ myeloid dendritic cell,respiratory basal cell,0.40608565382665673,13
CD1c+ myeloid dendritic cell,vip GABAergic cortical interneuron,0.4149304463558875,15
CD4+ helper T cell,"CD4+, alpha-beta T cell",0.17761156307403925,2
"CD4+, alpha-beta mem. T cell",CD4+ helper T cell,0.1815619504692505,1
CD4+ helper T cell,"CD8+, alpha-beta T cell",0.2766874865345099,16
"CD8+, alpha-beta mem. T cell",CD4+ helper T cell,0.2498403561650272,8
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",CD4+ helper T cell,0.4138745009452681,16
L2/3-6 IT projecting neuron,CD4+ helper T cell,0.3725353431699888,13
T cell,CD4+ helper T cell,0.2206687989964421,2
T follicular helper cell,CD4+ helper T cell,0.1866066773416417,3
T-helper 17 cell,CD4+ helper T cell,0.22629098556050242,3
T-helper 22 cell,CD4+ helper T cell,0.3550639204698769,10
"activated CD4+, alpha-beta T cell",CD4+ helper T cell,0.23949611525279002,6
alpha-beta T cell,CD4+ helper T cell,0.3057819601049021,6
amacrine cell,CD4+ helper T cell,0.40173539961240545,12
"central mem. CD4+, alpha-beta T cell",CD4+ helper T cell,0.24175549479651604,7
"central mem. CD8+, alpha-beta T cell",CD4+ helper T cell,0.27914724347097186,12
clas. monocyte,CD4+ helper T cell,0.308984278217597,9
class switched mem. B cell,CD4+ helper T cell,0.423657645995849,14
double negative T regulatory cell,CD4+ helper T cell,0.3617054008798587,17
"effector CD8+, alpha-beta T cell",CD4+ helper T cell,0.2285242668189469,6
"effector mem. CD4+, alpha-beta T cell",CD4+ helper T cell,0.2563776135494331,4
elicited macrophage,CD4+ helper T cell,0.37676791623951744,9
enteric smooth muscle cell,CD4+ helper T cell,0.3966170727995656,19
erythrocyte,CD4+ helper T cell,0.3129849681050464,12
inflammatory macrophage,CD4+ helper T cell,0.4546438358408055,20
CD4+ helper T cell,innate lymphoid cell,0.12474830979592422,1
intermediate monocyte,CD4+ helper T cell,0.28525919082951423,6
kidney interstitial fibroblast,CD4+ helper T cell,0.34930829401311936,5
kidney loop Henle thick asc. limb epith. cell,CD4+ helper T cell,0.36860616854860784,16
leukocyte,CD4+ helper T cell,0.31362571298741315,4
macrophage,CD4+ helper T cell,0.31273195020869105,14
mast cell,CD4+ helper T cell,0.36475715557426003,17
mature NK T cell,CD4+ helper T cell,0.29038450904864854,9
mature alpha-beta T cell,CD4+ helper T cell,0.33709008718133715,6
mem. B cell,CD4+ helper T cell,0.33998943450354946,14
mem. T cell,CD4+ helper T cell,0.1955290740717298,4
monocyte,CD4+ helper T cell,0.32440472131064435,11
mucosal invariant T cell,CD4+ helper T cell,0.32813088016788794,12
naive B cell,CD4+ helper T cell,0.35163487401181925,17
naive T cell,CD4+ helper T cell,0.2721022394231377,2
"naive thym.-der. CD4+, alpha-beta T cell",CD4+ helper T cell,0.20673274718848655,4
"naive thym.-der. CD8+, alpha-beta T cell",CD4+ helper T cell,0.3275532629392115,15
neutrophil,CD4+ helper T cell,0.3934564227524887,11
non-classical monocyte,CD4+ helper T cell,0.3894162580688154,15
plasma cell,CD4+ helper T cell,0.3654635931306952,12
platelet,CD4+ helper T cell,0.3547030369861698,6
promonocyte,CD4+ helper T cell,0.46882523381781516,16
pvalb GABAergic cortical interneuron,CD4+ helper T cell,0.4145631018283611,19
regulatory T cell,CD4+ helper T cell,0.23122348145414207,4
renal interstitial pericyte,CD4+ helper T cell,0.34262401327478575,1
vascular assoc. smooth muscle cell,CD4+ helper T cell,0.369631841584636,8
"CD4+, alpha-beta cytotoxic T cell","CD4+, alpha-beta T cell",0.3267142173635723,14
"CD4+, alpha-beta mem. T cell","CD4+, alpha-beta T cell",0.27241563326402585,5
"CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.14125097587368662,1
"CD8+, alpha-beta mem. T cell","CD4+, alpha-beta T cell",0.2819835080334875,16
L2/3-6 IT projecting neuron,"CD4+, alpha-beta T cell",0.3684250789735063,9
NK cell,"CD4+, alpha-beta T cell",0.2526772468548565,4
T cell,"CD4+, alpha-beta T cell",0.2609330797294388,5
"CD4+, alpha-beta T cell",T follicular helper cell,0.2305149508056703,7
T-helper 17 cell,"CD4+, alpha-beta T cell",0.2381756335025328,5
T-helper 22 cell,"CD4+, alpha-beta T cell",0.34931314908850963,8
"activated CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2460040294929673,8
"activated CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2776285581257405,12
alpha-beta T cell,"CD4+, alpha-beta T cell",0.27361347516102585,2
alveolar macrophage,"CD4+, alpha-beta T cell",0.3832522219354768,13
astrocyte of the cerebral cortex,"CD4+, alpha-beta T cell",0.40594928057285584,8
basal cell,"CD4+, alpha-beta T cell",0.3545552361690909,17
blood vessel endothelial cell,"CD4+, alpha-beta T cell",0.396762134909469,17
bronchus fibroblast of lung,"CD4+, alpha-beta T cell",0.42812895186421196,14
"central mem. CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2353222068948796,6
"central mem. CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.3015963194596385,17
clas. monocyte,"CD4+, alpha-beta T cell",0.3036720294485824,8
conventional dendritic cell,"CD4+, alpha-beta T cell",0.3985540280428793,13
dendritic cell,"CD4+, alpha-beta T cell",0.33782395855851477,17
double negative T regulatory cell,"CD4+, alpha-beta T cell",0.25714232096974543,1
double negative thymocyte,"CD4+, alpha-beta T cell",0.3687139768679364,15
"double+, alpha-beta thymocyte","CD4+, alpha-beta T cell",0.3713732266663706,9
"effector CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.27543189991537975,16
"effector mem. CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.25270826146634706,3
"effector mem. CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.34813131962850785,18
elicited macrophage,"CD4+, alpha-beta T cell",0.3925021463029126,11
enteric smooth muscle cell,"CD4+, alpha-beta T cell",0.36200532494441395,6
enterocyte,"CD4+, alpha-beta T cell",0.38879978390309833,13
epith. cell of proximal tubule,"CD4+, alpha-beta T cell",0.38681774109255496,9
erythrocyte,"CD4+, alpha-beta T cell",0.3315922409244526,19
gamma-delta T cell,"CD4+, alpha-beta T cell",0.27587875927462535,11
hematopoietic stem cell,"CD4+, alpha-beta T cell",0.3707243912170466,19
"CD4+, alpha-beta T cell",innate lymphoid cell,0.22850347837852147,6
intermediate monocyte,"CD4+, alpha-beta T cell",0.33134393348566515,14
keratinocyte,"CD4+, alpha-beta T cell",0.33085674755731187,11
kidney collecting duct intercalated cell,"CD4+, alpha-beta T cell",0.4337259189534447,19
kidney connecting tubule epith. cell,"CD4+, alpha-beta T cell",0.36806736728260037,12
kidney interstitial fibroblast,"CD4+, alpha-beta T cell",0.37622751958311196,15
kidney loop Henle thick asc. limb epith. cell,"CD4+, alpha-beta T cell",0.36707106394388767,15
leukocyte,"CD4+, alpha-beta T cell",0.3455957820768846,12
luminal epith. cell of mammary gland,"CD4+, alpha-beta T cell",0.40514324887974096,15
lung macrophage,"CD4+, alpha-beta T cell",0.41008837193247083,20
lymphocyte,"CD4+, alpha-beta T cell",0.34910260455575925,10
lymphoid lineage restricted progenitor cell,"CD4+, alpha-beta T cell",0.418619523157458,6
macrophage,"CD4+, alpha-beta T cell",0.3297359224189581,19
mast cell,"CD4+, alpha-beta T cell",0.3551893782598139,12
mature NK T cell,"CD4+, alpha-beta T cell",0.31147993168766186,18
mature T cell,"CD4+, alpha-beta T cell",0.3565622282231846,9
mature alpha-beta T cell,"CD4+, alpha-beta T cell",0.25574374057857585,2
megakaryocyte-erythroid progenitor cell,"CD4+, alpha-beta T cell",0.36232764285232066,12
"CD4+, alpha-beta T cell",mem. T cell,0.20445835091118636,5
microglial cell,"CD4+, alpha-beta T cell",0.35088340817117536,8
monocyte,"CD4+, alpha-beta T cell",0.33773448429385666,15
mucosal invariant T cell,"CD4+, alpha-beta T cell",0.3195751201660829,10
naive T cell,"CD4+, alpha-beta T cell",0.24068315511720362,1
"naive thym.-der. CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2031232085878628,2
"naive thym.-der. CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.33308332426155907,16
nasal mucosa goblet cell,"CD4+, alpha-beta T cell",0.33774134857944627,9
near-project. glutamatergic cortical neuron,"CD4+, alpha-beta T cell",0.4245134637366501,16
neuron,"CD4+, alpha-beta T cell",0.3874511748976065,7
non-classical monocyte,"CD4+, alpha-beta T cell",0.35302339676775274,4
oligodendrocyte pre. cell,"CD4+, alpha-beta T cell",0.3976558403790543,13
pericyte,"CD4+, alpha-beta T cell",0.3498576025963459,20
plasma cell,"CD4+, alpha-beta T cell",0.36753600358461935,13
plasmablast,"CD4+, alpha-beta T cell",0.40112321846733845,18
plasmacytoid dendritic cell,"CD4+, alpha-beta T cell",0.3823052105470246,16
platelet,"CD4+, alpha-beta T cell",0.3696283806641949,12
pro-B cell,"CD4+, alpha-beta T cell",0.3952613399011329,12
pulmonary artery endothelial cell,"CD4+, alpha-beta T cell",0.40629509576813116,16
regulatory T cell,"CD4+, alpha-beta T cell",0.18871756255166594,1
respiratory basal cell,"CD4+, alpha-beta T cell",0.32358699321698337,5
retina horizontal cell,"CD4+, alpha-beta T cell",0.39473356928906456,19
smooth muscle cell,"CD4+, alpha-beta T cell",0.3367699348418337,14
sncg GABAergic cortical interneuron,"CD4+, alpha-beta T cell",0.3889995281304277,7
sst GABAergic cortical interneuron,"CD4+, alpha-beta T cell",0.40749863300156075,11
tracheobronchial smooth muscle cell,"CD4+, alpha-beta T cell",0.3813442587006538,7
type II pneumocyte,"CD4+, alpha-beta T cell",0.3731137248430273,18
vein endothelial cell,"CD4+, alpha-beta T cell",0.35223000870858356,15
vip GABAergic cortical interneuron,"CD4+, alpha-beta T cell",0.3787288294344492,12
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta T cell",0.2918111324365742,8
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta cytotoxic T cell",0.19876052950775558,1
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta mem. T cell",0.3045591276620523,9
L2/3-6 IT projecting neuron,"CD4+, alpha-beta cytotoxic T cell",0.3725952964984841,14
"CD4+, alpha-beta cytotoxic T cell",NK cell,0.346581948643079,20
"CD4+, alpha-beta cytotoxic T cell","activated CD8+, alpha-beta T cell",0.3459062804715781,19
astrocyte of the cerebral cortex,"CD4+, alpha-beta cytotoxic T cell",0.34546663402623334,1
basal cell of epithelium of trachea,"CD4+, alpha-beta cytotoxic T cell",0.38192986690419695,10
cardiac neuron,"CD4+, alpha-beta cytotoxic T cell",0.4382393904477413,8
"CD4+, alpha-beta cytotoxic T cell","central mem. CD4+, alpha-beta T cell",0.32183387728698654,12
"CD4+, alpha-beta cytotoxic T cell","central mem. CD8+, alpha-beta T cell",0.27364959234687647,4
"CD4+, alpha-beta cytotoxic T cell","effector CD8+, alpha-beta T cell",0.266994966963628,3
"CD4+, alpha-beta cytotoxic T cell","effector mem. CD4+, alpha-beta T cell",0.2871596143263033,7
"CD4+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell",0.20588760982235677,2
"effector mem. CD8+, alpha-beta T cell, term. diff.","CD4+, alpha-beta cytotoxic T cell",0.3221680161446113,10
"CD4+, alpha-beta cytotoxic T cell",gamma-delta T cell,0.279402810375057,6
intraepithelial lymphocyte,"CD4+, alpha-beta cytotoxic T cell",0.4462429103755551,9
"CD4+, alpha-beta cytotoxic T cell",mature NK T cell,0.3412595780906047,15
mucosal invariant T cell,"CD4+, alpha-beta cytotoxic T cell",0.310641940214167,8
nasal mucosa goblet cell,"CD4+, alpha-beta cytotoxic T cell",0.2748063419264889,2
"CD4+, alpha-beta cytotoxic T cell",regulatory T cell,0.32072280961413857,11
respiratory basal cell,"CD4+, alpha-beta cytotoxic T cell",0.3454452525176076,10
"CD4+, alpha-beta mem. T cell","CD8+, alpha-beta T cell",0.3608674946265339,17
"CD4+, alpha-beta mem. T cell","CD8+, alpha-beta mem. T cell",0.2788485583208098,7
"CD4+, alpha-beta mem. T cell",T cell,0.353669629875485,14
"CD4+, alpha-beta mem. T cell",T follicular helper cell,0.2977880293444958,10
T-helper 22 cell,"CD4+, alpha-beta mem. T cell",0.3663031430720053,12
"CD4+, alpha-beta mem. T cell","activated CD4+, alpha-beta T cell",0.2734342785593966,6
astrocyte of the cerebral cortex,"CD4+, alpha-beta mem. T cell",0.40004898669245204,6
"CD4+, alpha-beta mem. T cell","central mem. CD4+, alpha-beta T cell",0.28414963911140534,9
"CD4+, alpha-beta mem. T cell","effector CD8+, alpha-beta T cell",0.3532144911993905,13
"CD4+, alpha-beta mem. T cell","effector mem. CD4+, alpha-beta T cell",0.3238286072794554,11
"CD4+, alpha-beta mem. T cell",gamma-delta T cell,0.35869925237227573,15
