source,target,distance,rank
CD1c+ myeloid dendritic cell,"effector CD8+, alpha-beta T cell",0.39262941965964326,9
CD1c+ myeloid dendritic cell,"effector mem. CD8+, alpha-beta T cell",0.4023416301892955,10
CD4+ helper T cell,innate lymphoid cell,0.12474830979592422,1
CD4+ helper T cell,"CD4+, alpha-beta T cell",0.17761156307403925,2
CD4+ helper T cell,"CD4+, alpha-beta mem. T cell",0.1815619504692505,3
CD4+ helper T cell,T follicular helper cell,0.1866066773416417,4
CD4+ helper T cell,mem. T cell,0.1955290740717298,5
CD4+ helper T cell,"naive thym.-der. CD4+, alpha-beta T cell",0.20673274718848655,6
CD4+ helper T cell,T cell,0.2206687989964421,7
CD4+ helper T cell,T-helper 17 cell,0.22629098556050242,8
CD4+ helper T cell,"effector CD8+, alpha-beta T cell",0.2285242668189469,9
CD4+ helper T cell,regulatory T cell,0.23122348145414207,10
"CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.14125097587368662,1
"CD4+, alpha-beta T cell",CD4+ helper T cell,0.17761156307403925,2
"CD4+, alpha-beta T cell",regulatory T cell,0.18871756255166594,3
"CD4+, alpha-beta T cell","naive thym.-der. CD4+, alpha-beta T cell",0.2031232085878628,4
"CD4+, alpha-beta T cell",mem. T cell,0.20445835091118636,5
"CD4+, alpha-beta T cell",innate lymphoid cell,0.22850347837852147,6
"CD4+, alpha-beta T cell",T follicular helper cell,0.2305149508056703,7
"CD4+, alpha-beta T cell","central mem. CD4+, alpha-beta T cell",0.2353222068948796,8
"CD4+, alpha-beta T cell",T-helper 17 cell,0.2381756335025328,9
"CD4+, alpha-beta T cell",naive T cell,0.24068315511720362,10
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta cytotoxic T cell",0.19876052950775558,1
"CD4+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell",0.20588760982235677,2
"CD4+, alpha-beta cytotoxic T cell","effector CD8+, alpha-beta T cell",0.266994966963628,3
"CD4+, alpha-beta cytotoxic T cell","central mem. CD8+, alpha-beta T cell",0.27364959234687647,4
"CD4+, alpha-beta cytotoxic T cell",nasal mucosa goblet cell,0.2748063419264889,5
"CD4+, alpha-beta cytotoxic T cell",gamma-delta T cell,0.279402810375057,6
"CD4+, alpha-beta cytotoxic T cell","effector mem. CD4+, alpha-beta T cell",0.2871596143263033,7
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta T cell",0.2918111324365742,8
"CD4+, alpha-beta cytotoxic T cell","CD8+, alpha-beta mem. T cell",0.3045591276620523,9
"CD4+, alpha-beta cytotoxic T cell",mucosal invariant T cell,0.310641940214167,10
"CD4+, alpha-beta mem. T cell",CD4+ helper T cell,0.1815619504692505,1
"CD4+, alpha-beta mem. T cell","naive thym.-der. CD4+, alpha-beta T cell",0.21979093038670172,2
"CD4+, alpha-beta mem. T cell",innate lymphoid cell,0.24652953865059912,3
"CD4+, alpha-beta mem. T cell",regulatory T cell,0.26591959510865015,4
"CD4+, alpha-beta mem. T cell","CD4+, alpha-beta T cell",0.27241563326402585,5
"CD4+, alpha-beta mem. T cell","activated CD4+, alpha-beta T cell",0.2734342785593966,6
"CD4+, alpha-beta mem. T cell","CD8+, alpha-beta mem. T cell",0.2788485583208098,7
"CD4+, alpha-beta mem. T cell",mem. T cell,0.2827032523936692,8
"CD4+, alpha-beta mem. T cell","central mem. CD4+, alpha-beta T cell",0.28414963911140534,9
"CD4+, alpha-beta mem. T cell",T follicular helper cell,0.2977880293444958,10
"CD8-alpha-alpha+, lpha-eta intraepith. T cell","activated CD8+, alpha-beta T cell",0.30343720492456105,1
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",mem. T cell,0.31045874234856163,2
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",alpha-beta T cell,0.3252994352760693,3
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",T follicular helper cell,0.35897592172179593,4
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",T cell,0.3675272645932045,5
"CD8-alpha-alpha+, lpha-eta intraepith. T cell","CD8+, alpha-beta T cell",0.36971742751549175,6
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",innate lymphoid cell,0.37047720948430396,7
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",T-helper 17 cell,0.3778056180505802,8
"CD8-alpha-alpha+, lpha-eta intraepith. T cell",gamma-delta T cell,0.38068185203500016,9
"CD8-alpha-alpha+, lpha-eta intraepith. T cell","CD8+, alpha-beta mem. T cell",0.38528098924296406,10
"CD8+, alpha-beta T cell","CD4+, alpha-beta T cell",0.14125097587368662,1
"CD8+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.1872134982492284,2
"CD8+, alpha-beta T cell",NK cell,0.2000630287299946,3
"CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.20988009432005295,4
"CD8+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.22056052470489163,5
"CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.22807227097550753,6
"CD8+, alpha-beta T cell",gamma-delta T cell,0.228446702216056,7
"CD8+, alpha-beta T cell",mature alpha-beta T cell,0.23127060468160643,8
"CD8+, alpha-beta T cell",innate lymphoid cell,0.2490176320387797,9
"CD8+, alpha-beta T cell",mem. T cell,0.24919958673012454,10
"CD8+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell, term. diff.",0.18568889573876257,1
"CD8+, alpha-beta cytotoxic T cell","CD4+, alpha-beta cytotoxic T cell",0.19876052950775558,2
"CD8+, alpha-beta cytotoxic T cell","CD8+, alpha-beta mem. T cell",0.20517166485826566,3
"CD8+, alpha-beta cytotoxic T cell","effector mem. CD8+, alpha-beta T cell",0.21812430012941253,4
"CD8+, alpha-beta cytotoxic T cell","central mem. CD8+, alpha-beta T cell",0.22492732702889917,5
"CD8+, alpha-beta cytotoxic T cell","effector CD8+, alpha-beta T cell",0.22824469916112322,6
"CD8+, alpha-beta cytotoxic T cell","CD8+, alpha-beta T cell",0.25625070614656986,7
"CD8+, alpha-beta cytotoxic T cell",gamma-delta T cell,0.26578196419963074,8
"CD8+, alpha-beta cytotoxic T cell","activated CD8+, alpha-beta T cell",0.2779081889993609,9
"CD8+, alpha-beta cytotoxic T cell",NK cell,0.2890807036876696,10
"CD8+, alpha-beta mem. T cell","effector CD8+, alpha-beta T cell",0.19405535735279567,1
"CD8+, alpha-beta mem. T cell","CD8+, alpha-beta cytotoxic T cell",0.20517166485826566,2
"CD8+, alpha-beta mem. T cell","CD8+, alpha-beta T cell",0.20988009432005295,3
"CD8+, alpha-beta mem. T cell","naive thym.-der. CD8+, alpha-beta T cell",0.2112767059815589,4
"CD8+, alpha-beta mem. T cell","central mem. CD8+, alpha-beta T cell",0.22423069315973643,5
"CD8+, alpha-beta mem. T cell","activated CD8+, alpha-beta T cell",0.2243227896296005,6
"CD8+, alpha-beta mem. T cell","effector mem. CD8+, alpha-beta T cell",0.23678626989831708,7
"CD8+, alpha-beta mem. T cell",CD4+ helper T cell,0.2498403561650272,8
"CD8+, alpha-beta mem. T cell",innate lymphoid cell,0.25756179424181536,9
"CD8+, alpha-beta mem. T cell",gamma-delta T cell,0.2614740232043553,10
IgA plasma cell,IgG plasma cell,0.19902536921142644,1
IgA plasma cell,mem. T cell,0.33060676377039344,2
IgA plasma cell,T-helper 17 cell,0.3682182120361954,3
IgA plasma cell,erythrocyte,0.37105542141098113,4
IgA plasma cell,plasma cell,0.3726298085542149,5
IgA plasma cell,naive B cell,0.3746684614405734,6
IgA plasma cell,plasmablast,0.38071524323648764,7
IgA plasma cell,pericyte,0.38158847051240863,8
IgA plasma cell,foveolar cell of stomach,0.3822194468343737,9
IgA plasma cell,basal cell,0.3835149609934705,10
IgG plasma cell,IgA plasma cell,0.19902536921142644,1
IgG plasma cell,naive B cell,0.27229561572267735,2
IgG plasma cell,class switched mem. B cell,0.28825303755343823,3
IgG plasma cell,T follicular helper cell,0.3107976262510259,4
IgG plasma cell,plasma cell,0.31473483607856667,5
IgG plasma cell,"CD16+, CD56-dim NK cell",0.3246912966303084,6
IgG plasma cell,erythrocyte,0.32477387256811263,7
IgG plasma cell,immature B cell,0.32861966475614757,8
IgG plasma cell,plasmablast,0.3297252011835826,9
IgG plasma cell,mem. B cell,0.33098156454582484,10
L2/3-6 IT projecting neuron,monocyte,0.3302336159888839,1
L2/3-6 IT projecting neuron,clas. monocyte,0.3450780329108505,2
L2/3-6 IT projecting neuron,"activated CD8+, alpha-beta T cell",0.3489545838657233,3
L2/3-6 IT projecting neuron,"effector mem. CD4+, alpha-beta T cell",0.35453965295517165,4
L2/3-6 IT projecting neuron,T cell,0.3573594784779094,5
L2/3-6 IT projecting neuron,T follicular helper cell,0.35895020991822146,6
L2/3-6 IT projecting neuron,"CD8+, alpha-beta T cell",0.3631992298082771,7
L2/3-6 IT projecting neuron,gamma-delta T cell,0.3635794645296905,8
L2/3-6 IT projecting neuron,"CD4+, alpha-beta T cell",0.3684250789735063,9
L2/3-6 IT projecting neuron,alpha-beta T cell,0.3685172305888842,10
L6b glutamatergic cortical neuron,type II pneumocyte,0.33847543281798864,1
L6b glutamatergic cortical neuron,ciliated columnar cell of tracheobronchial tree,0.35156336314565295,2
L6b glutamatergic cortical neuron,clas. monocyte,0.36930905668072633,3
L6b glutamatergic cortical neuron,"double+, alpha-beta thymocyte",0.371840825256016,4
L6b glutamatergic cortical neuron,retinal ganglion cell,0.3767400586594891,5
L6b glutamatergic cortical neuron,mesothelial cell,0.3785417545699282,6
L6b glutamatergic cortical neuron,tracheal goblet cell,0.38423931401851275,7
L6b glutamatergic cortical neuron,endothelial cell of artery,0.3893913042742079,8
L6b glutamatergic cortical neuron,alpha-beta T cell,0.3913713378575594,9
L6b glutamatergic cortical neuron,erythrocyte,0.3954682266151601,10
Schwann cell,respiratory hillock cell,0.3007976579496927,1
Schwann cell,club cell,0.30906657830853623,2
Schwann cell,keratinocyte,0.31117448987650553,3
Schwann cell,endothelial cell of lymphatic vessel,0.3240508494242672,4
Schwann cell,enteroendocrine cell,0.3329135006966262,5
Schwann cell,smooth muscle cell,0.33457823760777483,6
Schwann cell,pericyte,0.3532992146277115,7
Schwann cell,macrophage,0.3625843789757738,8
Schwann cell,T cell,0.36283042332172144,9
Schwann cell,intermediate monocyte,0.3722138344670276,10
T cell,innate lymphoid cell,0.17970449673103273,1
T cell,CD4+ helper T cell,0.2206687989964421,2
T cell,"CD8+, alpha-beta T cell",0.2497392145522832,3
T cell,"effector CD8+, alpha-beta T cell",0.2512748439887743,4
T cell,"CD4+, alpha-beta T cell",0.2609330797294388,5
T cell,macrophage,0.26227362022644074,6
T cell,mature NK T cell,0.2727748458405471,7
T cell,"CD8+, alpha-beta mem. T cell",0.27771019626055016,8
T cell,erythrocyte,0.2781558124579194,9
T cell,NK cell,0.2859633361424476,10
T follicular helper cell,mem. T cell,0.14130735456343302,1
T follicular helper cell,"activated CD4+, alpha-beta T cell",0.17793808683847556,2
T follicular helper cell,CD4+ helper T cell,0.1866066773416417,3
T follicular helper cell,"central mem. CD4+, alpha-beta T cell",0.20978568926904173,4
T follicular helper cell,T-helper 17 cell,0.2219676296147569,5
T follicular helper cell,innate lymphoid cell,0.2265934414496199,6
T follicular helper cell,"naive thym.-der. CD4+, alpha-beta T cell",0.2294116366807708,7
T follicular helper cell,"CD4+, alpha-beta T cell",0.2305149508056703,8
T follicular helper cell,regulatory T cell,0.24844153716174378,9
T follicular helper cell,"effector CD8+, alpha-beta T cell",0.2621302107950412,10
T-helper 17 cell,mem. T cell,0.20262040582062124,1
T-helper 17 cell,T follicular helper cell,0.2219676296147569,2
T-helper 17 cell,CD4+ helper T cell,0.22629098556050242,3
T-helper 17 cell,"activated CD4+, alpha-beta T cell",0.23209600458864132,4
T-helper 17 cell,"CD4+, alpha-beta T cell",0.2381756335025328,5
T-helper 17 cell,"CD8+, alpha-beta T cell",0.2537207205577149,6
T-helper 17 cell,innate lymphoid cell,0.2561737273220275,7
T-helper 17 cell,"activated CD8+, alpha-beta T cell",0.2663047287160414,8
T-helper 17 cell,"effector mem. CD4+, alpha-beta T cell",0.27226338796049754,9
T-helper 17 cell,mature NK T cell,0.2809590710811738,10
T-helper 22 cell,T follicular helper cell,0.28512700676437897,1
T-helper 22 cell,"naive thym.-der. CD4+, alpha-beta T cell",0.29506659148020886,2
T-helper 22 cell,"central mem. CD4+, alpha-beta T cell",0.29705528347668475,3
T-helper 22 cell,mem. T cell,0.3252858896606978,4
T-helper 22 cell,"effector mem. CD4+, alpha-beta T cell",0.32954592918495573,5
T-helper 22 cell,T-helper 17 cell,0.34164876058449023,6
T-helper 22 cell,regulatory T cell,0.3487656727720848,7
T-helper 22 cell,"CD4+, alpha-beta T cell",0.34931314908850963,8
T-helper 22 cell,mature NK T cell,0.3547525771980484,9
T-helper 22 cell,CD4+ helper T cell,0.3550639204698769,10
"activated CD4+, alpha-beta T cell",T follicular helper cell,0.17793808683847556,1
"activated CD4+, alpha-beta T cell",mem. T cell,0.1926245880936458,2
"activated CD4+, alpha-beta T cell","activated CD8+, alpha-beta T cell",0.2122711127666237,3
"activated CD4+, alpha-beta T cell",T-helper 17 cell,0.23209600458864132,4
"activated CD4+, alpha-beta T cell",regulatory T cell,0.23451038346392272,5
"activated CD4+, alpha-beta T cell",CD4+ helper T cell,0.23949611525279002,6
"activated CD4+, alpha-beta T cell",innate lymphoid cell,0.2418071531205631,7
"activated CD4+, alpha-beta T cell","CD4+, alpha-beta T cell",0.2460040294929673,8
"activated CD4+, alpha-beta T cell","CD8+, alpha-beta T cell",0.2663100104643247,9
"activated CD4+, alpha-beta T cell","CD4+, alpha-beta mem. T cell",0.2734342785593966,10
"activated CD8+, alpha-beta T cell",mem. T cell,0.1583669556918521,1
"activated CD8+, alpha-beta T cell","activated CD4+, alpha-beta T cell",0.2122711127666237,2
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta T cell",0.22056052470489163,3
"activated CD8+, alpha-beta T cell","CD8+, alpha-beta mem. T cell",0.2243227896296005,4
"activated CD8+, alpha-beta T cell",gamma-delta T cell,0.22959748184202577,5
"activated CD8+, alpha-beta T cell","effector mem. CD8+, alpha-beta T cell",0.2514555058086446,6
"activated CD8+, alpha-beta T cell","effector CD8+, alpha-beta T cell",0.25942431953294076,7
"activated CD8+, alpha-beta T cell",regulatory T cell,0.25981752147055204,8
"activated CD8+, alpha-beta T cell","central mem. CD8+, alpha-beta T cell",0.26403882185656324,9
"activated CD8+, alpha-beta T cell",T-helper 17 cell,0.2663047287160414,10
alpha-beta T cell,"CD8+, alpha-beta T cell",0.2620932439378598,1
alpha-beta T cell,"CD4+, alpha-beta T cell",0.27361347516102585,2
alpha-beta T cell,"effector CD8+, alpha-beta T cell",0.2868513435026977,3
alpha-beta T cell,T cell,0.2941106474344015,4
alpha-beta T cell,"central mem. CD8+, alpha-beta T cell",0.30349205982404925,5
alpha-beta T cell,CD4+ helper T cell,0.3057819601049021,6
alpha-beta T cell,innate lymphoid cell,0.31061969037990944,7
alpha-beta T cell,"CD8+, alpha-beta mem. T cell",0.3127946062064194,8
alpha-beta T cell,"naive thym.-der. CD8+, alpha-beta T cell",0.31303537854832153,9
alpha-beta T cell,mem. T cell,0.31484077987957493,10
alternatively activated macrophage,macrophage,0.36299079316365057,1
alternatively activated macrophage,hematopoietic stem cell,0.3835250718673877,2
alternatively activated macrophage,intermediate monocyte,0.3894197047410869,3
alternatively activated macrophage,granulocyte,0.39040766193822185,4
alternatively activated macrophage,endothelial cell of artery,0.39436302928591394,5
alternatively activated macrophage,clas. monocyte,0.41923624344008836,6
alternatively activated macrophage,lung macrophage,0.42109553728684923,7
alternatively activated macrophage,monocyte,0.4283456984437166,8
alternatively activated macrophage,L6b glutamatergic cortical neuron,0.4293243057000037,9
alternatively activated macrophage,"central mem. CD8+, alpha-beta T cell",0.4451605299984842,10
alveolar macrophage,macrophage,0.21945179628009315,1
alveolar macrophage,pericyte,0.313771125094538,2
alveolar macrophage,clas. monocyte,0.3455534972782881,3
alveolar macrophage,club cell,0.3500787544362899,4
alveolar macrophage,microglial cell,0.3589795105934265,5
alveolar macrophage,endothelial cell of lymphatic vessel,0.3615314021631785,6
alveolar macrophage,intermediate monocyte,0.3624503857993794,7
alveolar macrophage,epith. cell of proximal tubule,0.36740793024702745,8
alveolar macrophage,monocyte,0.36973390275068096,9
alveolar macrophage,capillary endothelial cell,0.3713129105580658,10
alveolar type 1 fibroblast cell,IgG plasma cell,0.35045057512150757,1
alveolar type 1 fibroblast cell,kidney loop Henle thin des. limb epith. cell,0.3526458372088984,2
alveolar type 1 fibroblast cell,nasal mucosa goblet cell,0.3701791610721885,3
alveolar type 1 fibroblast cell,enteric smooth muscle cell,0.3748695980451946,4
alveolar type 1 fibroblast cell,type I pneumocyte,0.3914259438521124,5
alveolar type 1 fibroblast cell,retinal rod cell,0.39244781035967435,6
alveolar type 1 fibroblast cell,cardiac neuron,0.39663269617760943,7
alveolar type 1 fibroblast cell,smooth muscle cell,0.4074082375636957,8
alveolar type 1 fibroblast cell,lung macrophage,0.40854079588197045,9
alveolar type 1 fibroblast cell,alveolar type 2 fibroblast cell,0.41070636324016263,10
alveolar type 2 fibroblast cell,retinal ganglion cell,0.31968140610804663,1
alveolar type 2 fibroblast cell,nasal mucosa goblet cell,0.3504462500677398,2
alveolar type 2 fibroblast cell,NK cell,0.35080539620795115,3
alveolar type 2 fibroblast cell,IgG plasma cell,0.37032371000990705,4
alveolar type 2 fibroblast cell,type II pneumocyte,0.37963994987769834,5
alveolar type 2 fibroblast cell,T follicular helper cell,0.37989772124649557,6
alveolar type 2 fibroblast cell,luminal epith. cell of mammary gland,0.39449806228989137,7
alveolar type 2 fibroblast cell,"CD16+, CD56-dim NK cell",0.3945457449254056,8
alveolar type 2 fibroblast cell,endothelial cell of lymphatic vessel,0.40009114678609004,9
alveolar type 2 fibroblast cell,foveolar cell of stomach,0.4022067134603613,10
amacrine cell,mem. T cell,0.33054377583480166,1
amacrine cell,"activated CD4+, alpha-beta T cell",0.34384930434878425,2
amacrine cell,pericyte,0.3563435804623115,3
amacrine cell,T-helper 17 cell,0.3574441643800077,4
amacrine cell,retinal ganglion cell,0.3594748076143116,5
amacrine cell,T follicular helper cell,0.371033760981866,6
amacrine cell,lung pericyte,0.37896605155647023,7
amacrine cell,cardiac muscle cell,0.3849495449555532,8
amacrine cell,pvalb GABAergic cortical interneuron,0.3881763699204377,9
amacrine cell,foveolar cell of stomach,0.3926020778797684,10
astrocyte,club cell,0.3352023823749637,1
astrocyte,double negative thymocyte,0.3486292113490804,2
astrocyte,IgG plasma cell,0.35555966682911255,3
astrocyte,keratinocyte,0.35789216419223835,4
astrocyte,vein endothelial cell,0.3604767673249285,5
astrocyte,nasal mucosa goblet cell,0.36925970177378653,6
astrocyte,pericyte,0.37402646529668904,7
astrocyte,NK cell,0.3816228909906535,8
astrocyte,"CD16-, CD56-bright NK cell",0.3918486623788271,9
astrocyte,non-classical monocyte,0.3919078909319279,10
astrocyte of the cerebral cortex,"CD4+, alpha-beta cytotoxic T cell",0.34546663402623334,1
astrocyte of the cerebral cortex,vein endothelial cell,0.3478738615032331,2
astrocyte of the cerebral cortex,NK cell,0.37227162617048715,3
astrocyte of the cerebral cortex,monocyte,0.3847769439771723,4
astrocyte of the cerebral cortex,"CD8+, alpha-beta T cell",0.3975287268419183,5
astrocyte of the cerebral cortex,"CD4+, alpha-beta mem. T cell",0.40004898669245204,6
astrocyte of the cerebral cortex,retinal ganglion cell,0.40197162257933283,7
astrocyte of the cerebral cortex,"CD4+, alpha-beta T cell",0.40594928057285584,8
astrocyte of the cerebral cortex,enteric smooth muscle cell,0.4135448286505681,9
astrocyte of the cerebral cortex,endothelial cell,0.4138616703908027,10
basal cell,keratinocyte,0.052988687875736296,1
basal cell,club cell,0.2811023199525283,2
basal cell,dendritic cell,0.2854760581075042,3
basal cell,respiratory basal cell,0.30196016506165946,4
basal cell,pericyte,0.31119902220013773,5
basal cell,NK cell,0.3217276711085345,6
basal cell,respiratory hillock cell,0.3310263475282532,7
basal cell,endothelial cell,0.33103340634058065,8
basal cell,smooth muscle cell,0.3312906944368377,9
basal cell,basal cell of epithelium of trachea,0.3338705195356185,10
basal cell of epithelium of trachea,tracheal goblet cell,0.3124649140291199,1
basal cell of epithelium of trachea,kidney distal convoluted tubule epith. cell,0.32863905199414734,2
basal cell of epithelium of trachea,basal cell,0.3338705195356185,3
basal cell of epithelium of trachea,granulocyte,0.3425992747904689,4
basal cell of epithelium of trachea,club cell,0.3449809759993675,5
basal cell of epithelium of trachea,dendritic cell,0.3666508118337545,6
basal cell of epithelium of trachea,endothelial cell,0.37117986574114803,7
basal cell of epithelium of trachea,"CD8+, alpha-beta T cell",0.3763557832311387,8
basal cell of epithelium of trachea,respiratory basal cell,0.3810054153468041,9
basal cell of epithelium of trachea,"CD4+, alpha-beta cytotoxic T cell",0.38192986690419695,10
blood vessel endothelial cell,endothelial cell of artery,0.34169088747654863,1
blood vessel endothelial cell,endothelial cell,0.3601060514159473,2
blood vessel endothelial cell,microglial cell,0.37344506718089,3
blood vessel endothelial cell,endothelial cell of lymphatic vessel,0.37417395238097373,4
blood vessel endothelial cell,vein endothelial cell,0.3763861474019876,5
blood vessel endothelial cell,capillary endothelial cell,0.3773715925947735,6
blood vessel endothelial cell,"CD8+, alpha-beta T cell",0.3887579536884149,7
blood vessel endothelial cell,pericyte,0.38886417179257804,8
